'Device.RootDataModelVersion','0',0,0,''
'Device.InterfaceStackNumberOfEntries','0',0,0,''
'Device.DeviceInfo.DeviceCategory','0',0,0,''
'Device.DeviceInfo.Manufacturer','0',0,0,''
'Device.DeviceInfo.ManufacturerOUI','0',0,0,''
'Device.DeviceInfo.ModelName','0',0,0,''
'Device.DeviceInfo.ModelNumber','0',0,0,''
'Device.DeviceInfo.Description','0',0,0,''
'Device.DeviceInfo.ProductClass','0',0,0,''
'Device.DeviceInfo.SerialNumber','0',0,0,''
'Device.DeviceInfo.HardwareVersion','0',0,0,''
'Device.DeviceInfo.SoftwareVersion','0',0,0,''
'Device.DeviceInfo.AdditionalHardwareVersion','0',0,0,''
'Device.DeviceInfo.AdditionalSoftwareVersion','0',0,0,''
'Device.DeviceInfo.ProvisioningCode','0',0,0,''
'Device.DeviceInfo.UpTime','0',0,0,''
'Device.DeviceInfo.FirstUseDate','0',0,0,''
'Device.DeviceInfo.VendorConfigFileNumberOfEntries','0',0,0,''
'Device.DeviceInfo.SupportedDataModelNumberOfEntries','0',0,0,''
'Device.DeviceInfo.ProcessorNumberOfEntries','0',0,0,''
'Device.DeviceInfo.VendorLogFileNumberOfEntries','0',0,0,''
'Device.DeviceInfo.LocationNumberOfEntries','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.Alias','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.Name','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.Version','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.Date','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.Description','0',0,0,''
'Device.DeviceInfo.VendorConfigFile.{i}.UseForBackupRestore','0',0,0,''
'Device.DeviceInfo.SupportedDataModel.{i}.Alias','0',0,0,''
'Device.DeviceInfo.SupportedDataModel.{i}.URL','0',0,0,''
'Device.DeviceInfo.SupportedDataModel.{i}.UUID','0',0,0,''
'Device.DeviceInfo.SupportedDataModel.{i}.URN','0',0,0,''
'Device.DeviceInfo.SupportedDataModel.{i}.Features','0',0,0,''
'Device.DeviceInfo.MemoryStatus.Total','0',0,0,''
'Device.DeviceInfo.MemoryStatus.Free','0',0,0,''
'Device.DeviceInfo.ProcessStatus.CPUUsage','0',0,0,''
'Device.DeviceInfo.ProcessStatus.ProcessNumberOfEntries','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.PID','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.Command','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.Size','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.Priority','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.CPUTime','0',0,0,''
'Device.DeviceInfo.ProcessStatus.Process.{i}.State','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensorNumberOfEntries','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Alias','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Enable','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Status','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Reset','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.ResetTime','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Name','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.Value','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.LastUpdate','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.MinValue','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.MinTime','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.MaxValue','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.MaxTime','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.LowAlarmValue','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.LowAlarmTime','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.HighAlarmValue','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.PollingInterval','0',0,0,''
'Device.DeviceInfo.TemperatureStatus.TemperatureSensor.{i}.HighAlarmTime','0',0,0,''
'Device.DeviceInfo.NetworkProperties.MaxTCPWindowSize','0',0,0,''
'Device.DeviceInfo.NetworkProperties.TCPImplementation','0',0,0,''
'Device.DeviceInfo.Processor.{i}.Alias','0',0,0,''
'Device.DeviceInfo.Processor.{i}.Architecture','0',0,0,''
'Device.DeviceInfo.VendorLogFile.{i}.Alias','0',0,0,''
'Device.DeviceInfo.VendorLogFile.{i}.Name','0',0,0,''
'Device.DeviceInfo.VendorLogFile.{i}.MaximumSize','0',0,0,''
'Device.DeviceInfo.VendorLogFile.{i}.Persistent','0',0,0,''
'Device.DeviceInfo.ProxierInfo.ManufacturerOUI','0',0,0,''
'Device.DeviceInfo.ProxierInfo.ProductClass','0',0,0,''
'Device.DeviceInfo.ProxierInfo.SerialNumber','0',0,0,''
'Device.DeviceInfo.ProxierInfo.ProxyProtocol','0',0,0,''
'Device.DeviceInfo.Location.{i}.Source','0',0,0,''
'Device.DeviceInfo.Location.{i}.AcquiredTime','0',0,0,''
'Device.DeviceInfo.Location.{i}.ExternalSource','0',0,0,''
'Device.DeviceInfo.Location.{i}.ExternalProtocol','0',0,0,''
'Device.DeviceInfo.Location.{i}.DataObject','0',0,0,''
'Device.ManagementServer.EnableCWMP','0',0,0,''
'Device.ManagementServer.URL','0',0,0,''
'Device.ManagementServer.Username','0',0,0,''
'Device.ManagementServer.Password','0',0,0,''
'Device.ManagementServer.ScheduleReboot','0',0,0,''
'Device.ManagementServer.DelayReboot','0',0,0,''
'Device.ManagementServer.PeriodicInformEnable','0',0,0,''
'Device.ManagementServer.PeriodicInformInterval','0',0,0,''
'Device.ManagementServer.PeriodicInformTime','0',0,0,''
'Device.ManagementServer.ParameterKey','0',0,0,''
'Device.ManagementServer.ConnectionRequestURL','0',0,0,''
'Device.ManagementServer.ConnectionRequestUsername','0',0,0,''
'Device.ManagementServer.ConnectionRequestPassword','0',0,0,''
'Device.ManagementServer.UpgradesManaged','0',0,0,''
'Device.ManagementServer.KickURL','0',0,0,''
'Device.ManagementServer.DownloadProgressURL','0',0,0,''
'Device.ManagementServer.DefaultActiveNotificationThrottle','0',0,0,''
'Device.ManagementServer.CWMPRetryMinimumWaitInterval','0',0,0,''
'Device.ManagementServer.CWMPRetryIntervalMultiplier','0',0,0,''
'Device.ManagementServer.UDPConnectionRequestAddress','0',0,0,''
'Device.ManagementServer.STUNEnable','0',0,0,''
'Device.ManagementServer.STUNServerAddress','0',0,0,''
'Device.ManagementServer.STUNServerPort','0',0,0,''
'Device.ManagementServer.STUNUsername','0',0,0,''
'Device.ManagementServer.STUNPassword','0',0,0,''
'Device.ManagementServer.STUNMaximumKeepAlivePeriod','0',0,0,''
'Device.ManagementServer.STUNMinimumKeepAlivePeriod','0',0,0,''
'Device.ManagementServer.NATDetected','0',0,0,''
'Device.ManagementServer.AliasBasedAddressing','0',0,0,''
'Device.ManagementServer.InstanceMode','0',0,0,''
'Device.ManagementServer.AutoCreateInstances','0',0,0,''
'Device.ManagementServer.ManageableDeviceNumberOfEntries','0',0,0,''
'Device.ManagementServer.ManageableDeviceNotificationLimit','0',0,0,''
'Device.ManagementServer.EmbeddedDeviceNumberOfEntries','0',0,0,''
'Device.ManagementServer.VirtualDeviceNumberOfEntries','0',0,0,''
'Device.ManagementServer.SupportedConnReqMethods','0',0,0,''
'Device.ManagementServer.ConnReqXMPPConnection','0',0,0,''
'Device.ManagementServer.ConnReqAllowedJabberIDs','0',0,0,''
'Device.ManagementServer.ConnReqJabberID','0',0,0,''
'Device.ManagementServer.HTTPCompressionSupported','0',0,0,''
'Device.ManagementServer.HTTPCompression','0',0,0,''
'Device.ManagementServer.LightweightNotificationProtocolsSupported','0',0,0,''
'Device.ManagementServer.LightweightNotificationProtocolsUsed','0',0,0,''
'Device.ManagementServer.UDPLightweightNotificationHost','0',0,0,''
'Device.ManagementServer.UDPLightweightNotificationPort','0',0,0,''
'Device.ManagementServer.InformParameterNumberOfEntries','0',0,0,''
'Device.ManagementServer.ManageableDevice.{i}.Alias','0',0,0,''
'Device.ManagementServer.ManageableDevice.{i}.ManufacturerOUI','0',0,0,''
'Device.ManagementServer.ManageableDevice.{i}.SerialNumber','0',0,0,''
'Device.ManagementServer.ManageableDevice.{i}.ProductClass','0',0,0,''
'Device.ManagementServer.ManageableDevice.{i}.Host','0',0,0,''
'Device.ManagementServer.AutonomousTransferCompletePolicy.Enable','0',0,0,''
'Device.ManagementServer.AutonomousTransferCompletePolicy.TransferTypeFilter','0',0,0,''
'Device.ManagementServer.AutonomousTransferCompletePolicy.ResultTypeFilter','0',0,0,''
